region,regionCode,puuid,accountId,matchId,gameCreation,gameDuration,gameStartTimestamp,gameEndTimestamp,gameEndTimestampToDate,gameMode,gameType,platformId,assists,baronKills,champExperience,champLevel,championId,championName,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,dragonKills,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,role,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summonerLevel,summonerName,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCCDealt,totalUnitsHealed,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,abilityUses,baronTakedowns,bountyGold,completeSupportQuestInTime,controlWardsPlaced,deathsByEnemyChamps,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterSteals,killsWithHelpFromEpicMonster,legendaryCount,multiKillOneSpell,multikills,multikillsAfterAggressiveFlash,pickKillWithAlly,skillshotsDodged,skillshotsHit,soloBaronKills,soloKills,takedowns,teamBaronKills,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretsTakenWithRiftHerald,wardTakedowns,wardsGuarded,kills
AMERICAS,BR1,6Fb0mhulFFrDpsrt4mZQe4_TyUvIECCtEZmngDRVRvcp9PZ9_S2RLW5ow91AGRMPHKm4ENmwlIqZ-g,eynhyyXBb5n8IQXocFOLeneJixTcsG-JezeKP2DAYLXsv4w,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,1,0,12839,14,420,Illaoi,7333,7589,7333,22333,9,1,0,False,False,9847,TOP,0,0,1,TOP,4,0,1,413,1554,225,2750,0,0,1,0,0,0,121073,15361,21827,SOLO,52,82,21,7,319,Player_3800,TOP,124584,16033,26827,4934,143,16,1,1956,446,2250,2,2,8,18,1,1,9,False,162,0,150,0,1,9,0,0,0,0.0,0,0,0,0,0,0,1,15,17,0,3,4,0,0,2,0,4,0,1,0,
AMERICAS,BR1,H7yR7t_oziK3sW0LU7b8-6svymRX4yMf_OGAQ-ZMZy7DGf4tZNTDDR1uleUyp9YrVCEtsoyrl7NkyQ,zwJ0OjgHYqdT-bLG_Cx4Cht7mCt0ukWPgKmWK59CAN06JxAHyOvilqLN,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,6,0,11197,13,876,Lillia,0,13026,0,13746,8,1,0,False,False,10297,JUNGLE,0,0,1,JUNGLE,0,2,2,525,85217,12050,11235,104,0,1,0,0,0,14167,383,19141,NONE,123,48,61,7,34,Player_3801,JUNGLE,149112,16461,31080,6805,28,318,1,49727,4027,702,0,0,8,27,1,3,9,False,239,0,150,0,1,8,0,0,9,8.000000029802322,0,0,0,0,1,0,8,11,11,0,4,13,0,0,2,0,0,0,3,0,
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,1,0,11152,13,238,Zed,129,129,129,9753,5,0,0,False,False,8822,MIDDLE,0,0,1,MIDDLE,408,3,1,461,8558,896,9709,4,0,1,0,0,0,72486,10412,7118,SOLO,71,44,70,11,190,Player_3802,MIDDLE,81753,11789,17632,519,122,88,1,708,480,804,0,0,8,13,0,2,8,False,196,0,850,0,0,5,0,0,0,0.0,0,0,0,0,0,0,4,26,39,0,2,6,0,0,2,0,0,0,2,0,
AMERICAS,BR1,_0bZKGB5tOacZTYI-55ngHo6bZhm1eH4eLEfbIRIp02z0lP1QLdADL_tCW9On6LNZI1x6-Z-my1wAw,4SOcAjGy1Q8EUW1x6-j4NdtxCEYA2EXKCqbkeFU4w5XFJEsJhlej0fMv,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,3,0,11238,13,81,Ezreal,2524,3250,2524,6420,5,1,0,False,False,9520,BOTTOM,0,0,1,BOTTOM,368,4,1,627,17681,4128,2589,0,0,1,0,0,0,91161,8594,10938,CARRY,186,28,29,9,68,Player_3803,BOTTOM,114826,12860,14864,1645,169,0,2,5982,137,1336,0,0,8,18,1,1,8,False,252,0,450,0,1,5,0,0,0,0.0,0,0,0,0,0,0,4,7,72,0,3,8,0,0,2,0,2,0,1,0,
AMERICAS,BR1,6r01AFcWj0r9GsyA823E1x12rvCi__DYYIgb0G9_fhV6UPOWQP-M1lDJOAnaehsdeuD1e9a0k0oVsA,f_MYbJmEjjV-oL6aT6rPTBoF1m5Tm1v8zAee613s39vVn1lNzKS1ASJD,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,2,0,4791,8,143,Zyra,516,516,516,2463,5,1,0,False,False,6019,UTILITY,0,0,1,BOTTOM,0,0,1,306,15998,3187,1797,0,0,1,0,0,0,3293,378,5099,SUPPORT,18,50,27,3,192,Player_3804,UTILITY,19859,3848,7245,0,25,134,0,567,282,349,0,0,8,6,1,1,3,False,98,0,0,0,1,5,0,0,15,0.0,0,0,0,0,0,0,3,1,11,0,0,4,0,0,2,0,2,0,1,0,
AMERICAS,BR1,b3tBmQ2XTZ6Ezf1ARoi73fQDWxWXBSXtN-sbNh44TfVlvvuaSBVMY42zyH2-Vw-SqzNNvVz67Y1tkw,QMRxQ9rBasX_AFr-tP2Ase5--UoyrHQj1T9u2SO9AIDtOLQ,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,4,0,15766,16,122,Darius,7180,25313,7180,30504,5,1,0,False,False,12919,TOP,1,1,0,TOP,0,2,1,352,0,0,3569,13,0,0,0,0,0,143213,19620,19521,SOLO,70,90,20,12,290,Player_3805,TOP,154318,21848,25965,7485,162,74,1,11105,2228,2873,3,3,3,20,1,0,10,True,192,0,300,0,1,5,0,0,15,5.000000029802322,0,0,0,0,0,0,6,2,0,0,6,12,1,0,2,0,2,10,32,0,
AMERICAS,BR1,h5Q-eStnq8Zf_6cS0QflHs2NmQ9wzn82srfAx07ed0j7XLKxMgavJSUP-lJic3skJEtG5EtkMxANKA,-pH-UqwNav9McGV9yDTeZfZ2c4sFxYRgpyZbtkbmGG0jkijAw8uUHGfo,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,3,1,13243,15,35,Shaco,2396,28274,2396,11610,5,2,2,False,False,13935,JUNGLE,0,0,0,JUNGLE,778,10,2,538,20180,5023,6465,108,0,0,1,0,0,101599,16800,14339,NONE,50,42,26,97,298,Player_3630,JUNGLE,149491,22942,21910,353,6,666,1,27713,1118,1104,1,2,3,21,2,3,3,True,215,1,375,0,2,5,0,0,9,4.000000029802322,0,0,1,0,1,0,17,10,0,0,4,23,1,0,2,0,0,10,3,0,
AMERICAS,BR1,HqWPjUytevNSmMq-ZcgRZbvtJezSxGV5r_Cwa4x0E13P3m6nCQXHnI6EIEGY5X8suDz4NRpH3cUvxw,zF7dUD2IHL1K93wX7pExUSbx29K897zJOPM6oCiOTOalFvrKJlvQLYuu,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,8,0,15160,16,99,Lux,4806,9323,4806,7913,3,0,0,False,False,10287,MIDDLE,0,0,0,MIDDLE,0,0,1,515,117522,14341,2652,0,1,0,1,0,0,14126,1075,8081,SOLO,41,15,178,18,447,Player_3806,MIDDLE,137552,16139,11534,1062,191,360,1,5902,722,801,1,3,3,12,0,2,4,True,252,1,0,0,0,3,0,0,12,0.0,0,0,0,0,0,0,7,10,36,0,2,10,1,0,2,0,3,10,5,0,
AMERICAS,BR1,0pZ8iwPOBplyjBlD-ZxmmYDFjyv81SVUGc4BsTIWvfn53AGwIS6bRVwgKxLPO-_vDODx7RxmmsaiGg,xI01OMR_HIAd1MaZSu0Q-2vuQoJbSx5EVI7linIUHIkHJxU,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,5,0,13026,15,29,Twitch,2986,2986,2986,5826,1,2,0,False,False,8850,BOTTOM,0,1,0,BOTTOM,430,0,0,745,128,82,3118,2,0,0,0,0,0,91732,4561,7336,CARRY,26,32,38,5,111,Player_3807,BOTTOM,107487,5516,10629,1861,170,318,1,15626,873,175,2,2,3,16,2,2,7,True,101,0,0,0,2,1,0,0,0,2.0,0,0,0,0,0,0,4,9,3,0,0,5,1,0,2,0,0,10,2,0,
AMERICAS,BR1,617t3ilNdPH11AYpCctIXsSm9j-t1-2leUdhMFi3KhmOWO_VRgdzeHzUYgFBC6674hLmvq-M8DnH7w,2uO4Tt-MGPinEFDZ6vrCmgI5v9IasBh67TErJWT4mEppsUcS9-U5A-yH,BR1_2677677206,1675798968919,1572,1675798968919,1675800541732,2023-02-07,CLASSIC,MATCHED_GAME,BR1,5,0,8275,11,43,Karma,807,3970,807,6269,8,5,0,False,False,6514,UTILITY,0,0,0,BOTTOM,0,0,1,246,15290,6623,6232,0,0,0,1,0,0,1325,511,5202,SUPPORT,51,11,40,25,41,Player_3808,UTILITY,19235,7635,12493,730,13,107,1,2619,500,1058,1,2,3,59,7,4,31,True,127,1,0,0,5,8,0,0,5,0.800000011920929,0,0,0,0,0,0,7,12,37,0,0,7,1,0,2,0,0,10,4,0,
AMERICAS,BR1,EVc7YapAG03RhdCXDt3zE3L4xupRr7_ot-9kYeAeYzei5vWcox_iHst-OAMdKWjHjiywP3zpIQC5og,V3GoqtWpXc_PvVh31K83tiKCzmFqLcqQLEV8CgzVyPBD4zWjUErqN7Ag,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,8,0,18364,18,777,Yone,7853,23727,7853,31280,6,1,0,False,False,15981,TOP,2,2,0,JUNGLE,685,7,1,707,34156,6615,18723,41,0,0,1,0,0,204272,22307,11429,NONE,300,66,57,11,120,Player_12827,TOP,248415,31841,30656,8552,189,198,1,9986,2919,503,4,4,0,37,1,1,12,True,434,0,0,0,1,6,0,0,63,14.0,0,0,0,0,0,0,9,12,15,0,9,19,0,0,2,0,3,10,1,0,11.0
AMERICAS,BR1,26UcNBnKuD6RmHNy-rYUHkgSzm54xcQHinJRn6ZqIyA6X6i7pkZmMMyoO9vKjJaEtlygwg4DahjW5Q,4NnfAdRCus-Y-mk4k8pEYH0AMrpTbXen-U6eAjRegawi9gA,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,12,0,15253,16,57,Maokai,0,60620,0,49673,3,2,4,False,False,11793,JUNGLE,0,0,0,JUNGLE,0,3,2,721,139436,8799,8159,162,0,0,0,0,0,37384,1093,24063,NONE,156,89,81,7,104,Player_12701,JUNGLE,239085,10596,32491,21685,26,874,5,62265,702,268,0,0,0,28,3,3,2,True,333,0,0,0,2,3,0,0,69,22.0,0,0,0,0,1,0,13,11,16,0,0,15,0,0,2,0,2,10,3,0,3.0
AMERICAS,BR1,NOja2z71YoXpFz7rwpUgxqzfXWIxn27jL3pISrfA05msEqjnzJcidp6syjzcjc0ckRyZol5IBQkrPQ,dQMgtxSy9psrsxaMKLrPTY3X126lLFCbKAkFPscAFxV9L1xoD6Nuchdm,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,4,0,16668,17,84,Akali,1040,1582,1040,21765,6,0,0,False,False,13872,MIDDLE,0,0,0,MIDDLE,0,5,3,585,102533,36184,22879,0,0,0,0,0,0,15269,1785,10399,SOLO,177,37,95,28,153,Player_12828,MIDDLE,132215,39195,34328,6486,156,90,1,14412,1225,1048,1,1,0,16,0,0,9,True,337,0,450,0,0,6,0,0,0,0.0,0,0,0,0,4,2,14,16,72,0,5,21,0,0,2,0,0,10,0,0,17.0
AMERICAS,BR1,2czwSXTvtwTj9XEJ3VfuIpDFib-MQ69QBe8T-X48Up9fKIDn8XT9zYMq0hOtLn79OBb-oj2P0fCmmQ,hwYIo-O44ykLyEinx6CWsUsnwGhVPPce_EVDz4CR-_YQf4E,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,9,0,15159,16,147,Seraphine,3010,7372,3010,9444,2,0,0,False,False,12045,BOTTOM,2,2,0,BOTTOM,0,6,2,1415,114100,18513,7750,0,1,0,1,0,0,16257,1200,6107,CARRY,115,15,63,4,308,Player_12829,BOTTOM,136262,19714,14399,3064,196,368,2,5905,0,541,2,2,0,21,0,2,11,True,197,0,0,0,0,2,0,0,40,0.0,0,0,0,0,1,0,15,7,89,0,0,16,0,0,2,0,0,10,2,0,7.0
AMERICAS,BR1,Zj_FmJkF7q22PEz0ZWSKPUIYZkpMijBBTlDWPS18vBJMhDBFs7D8NAl9poWG9drnubkvoRkkRDG7yA,8vAKERm93qbX7nqG109w0fxN5Dg0U3huzFKlfrdnpJ4o3mxag_yhni5a,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,17,0,12337,14,37,Sona,543,5005,543,5499,2,4,0,False,False,8006,UTILITY,0,1,0,BOTTOM,0,0,0,593,22437,7502,6542,0,0,0,1,0,0,6922,979,2068,SUPPORT,86,96,103,7,610,Player_12830,UTILITY,29359,8482,8651,12294,18,39,5,0,0,40,0,2,0,62,4,4,24,True,292,0,0,0,4,2,0,0,8,0.0,0,0,0,0,0,0,16,4,7,0,0,17,0,0,2,0,0,10,4,1,0.0
AMERICAS,BR1,-zEEUUWgpMUYBt79qPz0CxpXwjmPPX-zdLBuUYzvrn_UyTlj8pqE9-MaENcp86DrZt4AP-z2TeRlyQ,rvEoQocsd42Y2aDItC0_YMOeJ5_LCCwH5E3Xjras22O6DB8,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,5,0,14239,15,27,Singed,683,1207,683,53028,14,1,0,False,False,10523,TOP,0,0,4,TOP,0,2,1,273,130670,21195,20582,5,0,1,0,0,0,5715,763,20411,SOLO,122,30,46,10,165,Player_12831,TOP,136385,21958,43411,5313,170,1074,1,0,0,2417,0,0,10,20,1,0,11,False,208,0,600,0,1,14,0,0,30,1.0,0,0,0,0,0,0,7,264,0,0,2,9,0,0,0,0,2,0,0,0,4.0
AMERICAS,BR1,z4nMqHohfavsvdy-Nrtd8nX00cO-FxEo77U8JubKWUs5YMqEhi1fuzjvxG2YQ4Zp7H_4uhFzLMvm4A,q7ESOY_5o3uYepxF33-0MsYQghhqpfPBtWWlX4pppkUJQo8YUKsgBZqu,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,5,0,9803,12,19,Warwick,0,7878,0,31320,10,0,1,False,False,8811,JUNGLE,0,0,4,JUNGLE,0,3,2,466,39910,8992,23006,93,0,1,0,0,0,60407,8882,16191,NONE,99,11,45,11,42,Player_12832,JUNGLE,122721,18776,40125,19980,17,381,1,22403,901,927,0,0,10,10,0,0,4,False,166,0,0,0,0,10,0,0,38,0.0,0,0,0,0,1,0,8,139,0,0,1,9,0,0,0,0,0,0,0,2,4.0
AMERICAS,BR1,9nIlZxXOn7zrfc3N3K5jymlO1YoY3eJVXXLnefn2kkgKERZ1SpIxr2jeiRUQHymKs96IHK3lpSwx2w,VKTxNiFMiexOuTj56NWGH8xsnxTMWxUacj2lZjlQLyrtmMA,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,2,0,18426,18,45,Veigar,0,0,0,14166,8,0,0,False,False,13764,MIDDLE,0,0,4,MIDDLE,0,3,1,585,186549,17577,16912,0,0,1,0,0,0,16768,1516,6158,SOLO,183,59,37,11,143,Player_12833,MIDDLE,212295,20311,24089,1482,240,110,1,8977,1217,1018,0,0,10,14,0,0,10,False,290,0,550,0,0,8,0,0,16,0.0,0,0,0,0,0,0,8,431,31,0,2,10,0,0,0,0,0,0,0,0,8.0
AMERICAS,BR1,6cYB8eQK8i_BzI4qeE9NUj3sxeD58hPN9VOY8tJzsnXrvAh5bMoUbMYOiCVNbAUQjUtxyz5dc7l8hg,c1ZamEPVum6E3hvkhnObIOpufToBLg4b2FJvB4zfE6ndyjBJMuNO7O96,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,10,0,13450,15,53,Blitzcrank,0,0,0,15890,4,0,0,False,False,8636,BOTTOM,0,0,4,BOTTOM,0,0,1,903,53950,9375,11533,0,0,1,0,0,0,20307,2583,6893,CARRY,43,39,47,20,302,Player_12834,BOTTOM,74258,11959,18893,4141,114,252,4,0,0,466,0,0,10,12,0,0,9,False,149,0,300,0,0,4,0,0,47,0.0,0,0,0,0,0,0,12,105,16,0,0,12,0,0,0,0,0,0,0,0,2.0
AMERICAS,BR1,Player Not Found,Player Not Found,BR1_2811185869,1695950029952,2025,1695950029952,1695952055025,2023-09-28,CLASSIC,MATCHED_GAME,BR1,6,0,10420,13,412,Thresh,0,733,0,7407,2,2,0,False,False,7343,UTILITY,0,0,4,BOTTOM,0,0,1,1821,15042,4216,7741,4,0,1,0,0,0,5163,184,2838,SUPPORT,38,39,22,6,109,Player_12835,UTILITY,24157,4683,10598,523,32,77,3,3952,282,18,0,0,10,38,2,3,18,False,105,0,300,0,2,2,0,0,33,0.0,0,0,0,0,0,0,7,131,12,0,0,7,0,0,0,0,1,0,3,1,1.0
ASIA,KR,tYn6rIJHOX6pICJD52yQvZFtvODQMjxQAzZDtS8gbZOBMdqxqLdEj15Dh6lQq-5fVSNDNqR3hr7wSg,rmIv3LBoomHEbZzok89vtzu6dGRsjyxQKCdLhTyIFt5eWac,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,11,0,13098,15,58,Renekton,4079,4079,4079,21029,5,1,0,False,False,9968,TOP,0,1,0,TOP,0,2,1,507,9307,3202,3631,4,1,0,1,0,0,112937,13726,23722,SOLO,69,38,79,7,239,Player_21420,TOP,122244,16929,27992,9864,171,47,1,0,0,638,2,3,1,24,1,4,6,True,193,0,0,0,1,5,0,0,23,6.0,0,0,0,0,0,0,8,12,0,0,1,15,1,0,1,0,1,10,4,0,4.0
ASIA,KR,GQrztvHZjqgqxBplOy22XzR_DCrZp_3P_9Wy_kWoWqajDq-Nt6wyaiZsaFtg09aPM9Xo_-mNApwCjg,wjniyzzYgfCyvEs8r6Ur3MhOOTZAk_zSwhcOCwHQf101tWraEGdmdAYP,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,16,1,11299,13,234,Viego,4590,42270,4590,18702,5,2,3,False,False,10349,JUNGLE,0,1,0,JUNGLE,123,2,2,375,4871,1380,5107,112,0,0,1,0,0,111122,8737,18581,NONE,152,130,64,16,449,Player_21421,JUNGLE,145092,10656,25435,11364,15,159,2,29098,537,1747,4,4,1,24,5,7,5,True,362,1,0,0,2,5,0,0,19,1.0,0,0,0,0,1,0,15,12,16,0,0,21,1,0,1,0,0,10,7,1,5.0
ASIA,KR,WgjKLdAZRHsTMlAGDH1ZOOmk-p9f0Wr4mar14tvK3SQGXQwvJorU5vq-mZwgXlSngzj7cX9871HWVQ,PRd_4-o6BDo0Ol9r0dWgtxEL6W6-33aHkLZ2I9wZoCPwusaix_bRYre7,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,13,0,12567,14,145,Kaisa,7993,18490,7993,10379,5,4,0,False,False,16861,BOTTOM,2,2,0,BOTTOM,539,7,3,331,16165,8167,5243,4,0,0,1,0,0,134342,26834,13171,CARRY,72,30,111,10,496,Player_10521,BOTTOM,151041,35103,18969,5813,190,32,1,533,101,554,4,7,1,29,5,6,10,True,223,1,0,0,4,5,0,0,0,1.0,0,0,0,0,4,0,24,10,16,0,1,30,1,0,1,0,4,10,6,0,17.0
ASIA,KR,lzZLnRrr6fbadXk1zEahJIrooc2KydIzsu5Er37NJgK5mJPq0Qa8VhJZyTc9nIXm_DLzuLL4LBqRnw,Kjs2n_Zh9I5YgGfKvIJSyMlpa9L1Kj_XAGSr5tgKf33atUE5CAfrDNlu,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,14,0,12817,14,101,Xerath,2748,11541,2748,2361,1,3,0,False,False,12910,MIDDLE,0,1,0,MIDDLE,0,12,2,334,110048,28224,1526,8,0,0,1,0,0,9527,1012,3998,SOLO,108,66,41,44,88,Player_21422,MIDDLE,123202,29237,5525,566,161,205,1,3626,0,0,0,5,1,23,3,2,11,True,259,0,300,0,3,1,0,0,16,0.0,0,0,1,0,1,0,19,3,16,0,1,27,1,0,1,0,1,10,2,0,13.0
ASIA,KR,WBUtWvQXmjTriRgO60U2wMF85UuPlS6Q6QC3NCAw4UFGru7iNjZ5iK8efwoSzHKxn12v-qCvd3J9tw,PabgAVFJIJ4tHeI4z06vX8-RK_r3PAnyH9aT38zgp9jU,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,21,0,8237,11,12,Alistar,227,360,227,24591,5,5,0,False,False,7188,UTILITY,0,2,0,BOTTOM,0,0,0,366,9056,4390,3713,0,0,0,1,0,0,3517,848,11314,SUPPORT,27,21,39,4,778,Player_16022,UTILITY,20138,6208,15516,4874,29,74,5,7565,970,488,0,3,1,52,5,2,25,True,91,1,0,0,4,5,0,0,61,0.0,0,0,0,0,0,0,18,12,0,0,0,21,1,0,1,0,1,10,2,0,0.0
ASIA,KR,Player Not Found,Player Not Found,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,5,0,10663,13,897,KSante,135,242,135,31913,6,1,0,False,False,9010,TOP,0,0,2,JUNGLE,33,2,2,410,2790,1731,12115,0,0,1,0,0,0,91330,17775,17542,NONE,187,34,77,7,42,Player_20769,TOP,95519,20637,30148,4300,156,2861,1,1399,1130,489,0,0,10,10,2,1,7,False,305,0,0,0,1,6,0,0,83,0.0,0,0,0,0,1,0,8,6,0,0,2,11,0,0,1,0,1,0,1,0,6.0
ASIA,KR,Player Not Found,Player Not Found,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,6,0,8774,12,64,LeeSin,0,16863,0,26638,9,4,0,False,False,9340,JUNGLE,0,0,2,JUNGLE,0,3,2,333,22818,1815,12410,106,0,1,0,0,0,84782,8525,19500,NONE,162,158,99,5,154,Player_8886,JUNGLE,137854,10478,32033,11007,24,381,1,30253,137,122,0,0,10,25,5,2,12,False,424,0,150,0,4,9,0,0,14,0.0,0,1,0,0,1,0,10,8,20,0,1,12,0,0,1,0,1,0,2,0,6.0
ASIA,KR,sG1WKNxxJeOhkKEh8Z8DkukYJFdxuMzHSDuADI7myU59WD6pv-32tKsZH7au8zzu5QFNIJHBn-Vu1A,JH49x4y1XCISYy-i9yCS9Zr3JZS-LPdSSCJncCDewgIlXEM,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,5,0,9391,12,245,Ekko,577,3255,577,14445,5,1,0,False,False,8395,MIDDLE,0,0,2,MIDDLE,0,0,1,587,79683,9755,7673,0,0,1,0,0,0,8936,1485,14134,SOLO,70,22,47,6,517,Player_21423,MIDDLE,91794,11241,22159,3351,152,262,1,3175,0,350,0,0,10,19,1,3,6,False,145,0,150,0,1,5,0,0,2,0.0,0,1,0,0,0,0,7,6,28,0,0,8,0,0,1,0,1,0,3,0,3.0
ASIA,KR,GXCdkSeggSw-autI3M08jHKRp2nrpFKMPFXtkFX0qEZaPm4LNotP7v3iHb7agmPiqJWFyolmPEc-0g,QnQrr5XmWXFr_HDgncOszxuyZ_oMjRSHhwCmptBjhNRutC_OEN9OWlLP,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,5,0,7442,11,895,Nilah,5637,7721,5637,11089,10,0,0,False,False,8081,BOTTOM,0,0,2,BOTTOM,391,0,1,358,0,0,7653,0,0,1,0,0,0,64994,12260,10056,CARRY,72,14,26,6,117,Player_21424,BOTTOM,65176,12442,18048,3319,109,88,5,181,181,338,1,1,10,7,0,0,4,False,118,0,375,0,0,9,0,0,5,0.0,0,1,0,0,0,0,7,6,0,0,1,9,0,0,1,0,2,0,0,1,4.0
ASIA,KR,Player Not Found,Player Not Found,KR_6669564641,1692939470330,1370,1692939470330,1692940841063,2023-08-25,CLASSIC,MATCHED_GAME,KR,8,0,6627,10,111,Nautilus,0,889,0,18811,10,20,0,False,False,6346,UTILITY,0,0,2,BOTTOM,0,0,1,258,9926,3420,7280,5,0,1,0,0,0,7625,1275,8811,SUPPORT,55,28,37,6,97,Player_21425,UTILITY,24511,5674,16399,0,47,325,0,6959,979,307,0,0,10,58,21,8,31,False,126,0,0,0,11,10,0,0,81,0.0,0,1,0,0,0,0,8,11,17,0,1,10,0,0,1,0,0,0,8,0,2.0
SEA,TW2,LtYQvE4hHMPDeX3SGX2yPZYarCpHwMh9qwJLDwF7zbE0-Kc9RUmocLowBExnH4H33Fli1ReWfPgz2Q,PertzzoJVu8jC033UltbiRgS6Y8ejNR9ni28u8knQnQEgRMuPIN3QbLF,TW2_60385603,1681822790934,1362,1681822790934,1681824153378,2023-04-18,CLASSIC,MATCHED_GAME,TW2,4,0,9021,12,24,Jax,1474,2457,1474,14062,7,0,0,False,True,7363,TOP,0,0,1,JUNGLE,0,0,1,361,19393,5596,4876,8,0,0,0,0,0,42569,6458,12107,NONE,37,43,28,5,30,Player_33486,TOP,67068,12055,17974,1952,93,58,1,5105,0,990,0,0,7,10,0,0,7,False,113,0,0,0,0,7,0,0,13,0.0,0,1,0,0,0,0,5,27,0,0,2,8,0,0,0,0,2,0,0,0,4.0
SEA,TW2,EpfTQzeA065rXLq7XmYu-msQcyoQijWlvGQMxX5DAcW3bNmKcsMueHeFcC-fE3PY-ELoJBXam0Ohig,B9q2zzd5TyrJFigiLi8YeXEIyENuFVxaYxjdTbWeMN_ueJZZoRmlWv6E,TW2_60385603,1681822790934,1362,1681822790934,1681824153378,2023-04-18,CLASSIC,MATCHED_GAME,TW2,5,0,8464,11,104,Graves,0,9165,0,19748,8,0,0,False,True,6833,JUNGLE,0,0,1,JUNGLE,223,0,0,269,1774,546,9190,96,0,0,0,0,0,100867,7433,11736,NONE,72,19,31,7,30,Player_33487,JUNGLE,129880,8416,21181,7242,36,402,1,27238,436,254,0,0,7,5,0,0,0,False,129,0,0,0,0,8,0,0,0,0.0,0,1,0,0,0,0,5,29,29,0,0,5,0,0,0,0,1,0,0,0,0.0
